0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,2.124780043959617615e-02,4.999999873689375818e-06,3.799999831244349480e-05,7.469166535884141922e-03,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.000000059604644775e-01,1.411666721105575562e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,6.663400214165449142e-03,4.999999873689375818e-06,1.454000012017786503e-03,2.353133400902152061e-03,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,3.720000088214874268e-01,9.583333134651184082e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.153846383094787598e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,7.512019574642181396e-02,0.000000000000000000e+00,1.242220029234886169e-02,4.999999873689375818e-06,5.430399905890226364e-03,3.080599941313266754e-03,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,2.720000147819519043e-01,1.528461575508117676e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000238418579102e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,8.191964030265808105e-02,0.000000000000000000e+00,9.771600365638732910e-03,4.999999873689375818e-06,2.756000030785799026e-04,1.016668044030666351e-02,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,2.329999953508377075e-01,1.142285689711570740e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,4.803000018000602722e-03,4.999999873689375818e-06,1.097399974241852760e-03,9.542499668896198273e-03,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.699999988079071045e-01,9.066666662693023682e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,4.647199995815753937e-03,4.999999873689375818e-06,9.622200392186641693e-03,2.357293292880058289e-02,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.740000069141387939e-01,9.433333575725555420e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.575521081686019897e-02,0.000000000000000000e+00,1.079200021922588348e-02,4.999999873689375818e-06,9.368199855089187622e-03,9.951483458280563354e-02,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,2.720000147819519043e-01,7.150000333786010742e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,5.338541790843009949e-02,0.000000000000000000e+00,3.815000131726264954e-02,4.999999873689375818e-06,8.149999775923788548e-04,1.230389997363090515e-02,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,2.770000100135803223e-01,7.483333349227905273e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,1.019399985671043396e-02,4.999999873689375818e-06,6.442999932914972305e-03,1.649489402770996094e-01,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.259999990463256836e-01,8.583333343267440796e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,1.015899982303380966e-02,4.999999873689375818e-06,3.364539891481399536e-02,1.435742974281311035e-01,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.259999990463256836e-01,8.583333343267440796e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,1.019779965281486511e-02,4.999999873689375818e-06,4.849999968428164721e-04,1.698552072048187256e-01,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.180000126361846924e-01,8.699999749660491943e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,2.219760045409202576e-02,4.999999873689375818e-06,1.077999986591748893e-04,7.244333159178495407e-03,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.099999964237213135e-01,9.200000017881393433e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,1.013659965246915817e-02,4.999999873689375818e-06,3.596000024117529392e-04,7.008186727762222290e-02,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.259999990463256836e-01,8.749999850988388062e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.666666865348815918e-01,7.812500000000000000e-03,7.031250000000000000e-02,6.250000000000000000e-02,9.375000000000000000e-02,6.901041418313980103e-02,0.000000000000000000e+00,1.783120073378086090e-02,4.999999873689375818e-06,1.583999983267858624e-04,6.245700176805257797e-03,5.999999865889549255e-02,5.999999865889549255e-02,3.999999910593032837e-02,4.230000078678131104e-01,9.783333539962768555e-02
